backbone,optim,lr,batch_size,frac_val,early_start,epochs,output_tab,double_img,torch_version,torchvision_version,executed,mem_usage,cum_mem
efficient,radam,0.001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2378,451680
efficient,radam,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,454074
efficient,adam,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,456468
efficient,adam,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,458862
efficient,adam,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,461256
efficient,adam,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,463650
efficient,ranger,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,466044
efficient,ranger,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,468438
efficient,ranger,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,470832
efficient,ranger,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,473226
efficient,sgd,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,475620
efficient,sgd,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,478014
efficient,sgd,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,480408
efficient,sgd,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,482802
efficient,radam,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,485196
efficient,radam,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,487590
efficient,radam,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2394,489984
regnetx,adam,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,492430
regnetx,adam,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,494876
regnetx,ranger,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,497322
regnetx,ranger,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,499768
regnetx,ranger,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,502214
regnetx,ranger,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,504660
regnetx,sgd,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,507106
regnetx,sgd,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,509552
regnetx,sgd,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,511998
regnetx,sgd,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,514444
regnetx,radam,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,0,2446,516890
regnetx,radam,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,0,2446,519336
regnetx,radam,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,0,2446,521782
regnetx,radam,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,0,2446,524228
regnetx,adam,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,526674
regnetx,adam,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,529120
regnetx,adam,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,531566
regnetx,adam,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,534012
regnetx,adam,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,536458
regnetx,ranger,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,538904
regnetx,ranger,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,541350
regnetx,ranger,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,543796
regnetx,ranger,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,546242
regnetx,sgd,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,548688
regnetx,sgd,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,551134
regnetx,sgd,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,553580
regnetx,sgd,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,556026
regnetx,radam,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,0,2446,558472
regnetx,radam,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,0,2446,560918
regnetx,adam,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2446,563364
regnetx,radam,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,0,2446,565810
regnetx,radam,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,0,2446,568256
mobile,adam,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,570712
mobile,adam,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,573168
mobile,radam,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,575624
mobile,radam,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,578080
mobile,radam,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,580536
mobile,radam,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,582992
mobile,sgd,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,585448
mobile,sgd,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,587904
mobile,adam,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,590360
mobile,sgd,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,592816
mobile,ranger,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,595272
mobile,ranger,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,597728
mobile,ranger,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,600184
mobile,ranger,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,602640
mobile,adam,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,605096
mobile,sgd,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2456,607552
mobile,radam,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,610012
mobile,radam,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,612472
mobile,radam,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,614932
mobile,radam,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,617392
mobile,sgd,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,619852
mobile,sgd,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,622312
mobile,sgd,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,624772
mobile,ranger,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,627232
mobile,ranger,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,629692
mobile,ranger,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,632152
mobile,ranger,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,634612
mobile,adam,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,637072
mobile,adam,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,639532
mobile,adam,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,641992
mobile,sgd,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,644452
mobile,adam,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2460,646912
regnet,radam,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,649590
regnet,adam,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,652268
regnet,radam,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,654946
regnet,radam,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,657624
regnet,radam,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,660302
regnet,sgd,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,662980
regnet,sgd,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,665658
regnet,sgd,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,668336
regnet,sgd,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,671014
regnet,ranger,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,673692
regnet,ranger,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,676370
regnet,ranger,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,679048
regnet,ranger,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,681726
regnet,adam,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,684404
regnet,adam,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,687082
regnet,adam,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,689760
regnet,adam,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,692438
regnet,radam,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,695116
regnet,radam,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,697794
regnet,radam,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,700472
regnet,sgd,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,703150
regnet,sgd,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,705828
regnet,sgd,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,708506
regnet,sgd,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,711184
regnet,ranger,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,713862
regnet,ranger,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,716540
regnet,ranger,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,719218
regnet,ranger,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,721896
regnet,adam,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,724574
regnet,adam,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,727252
regnet,radam,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,729930
regnet,adam,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,2678,732608
resnet,adam,0.01,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,735308
resnet,adam,0.001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,738008
resnet,radam,0.0005,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,740708
resnet,radam,0.0001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,743408
resnet,radam,0.001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,746108
resnet,radam,0.01,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,748808
resnet,sgd,0.0005,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,751508
resnet,sgd,0.0001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,754208
resnet,adam,0.0001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,756908
resnet,sgd,0.01,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,759608
resnet,ranger,0.0005,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,762308
resnet,ranger,0.0001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,765008
resnet,ranger,0.001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,767708
resnet,ranger,0.01,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,770408
resnet,adam,0.0005,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,773108
resnet,sgd,0.001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2700,775808
resnet,radam,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,778582
resnet,radam,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,781356
resnet,radam,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,0,2774,784130
resnet,sgd,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,786904
resnet,sgd,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,789678
resnet,sgd,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,792452
resnet,ranger,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,795226
resnet,ranger,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,798000
resnet,ranger,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,800774
resnet,ranger,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,803548
resnet,adam,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,806322
resnet,adam,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,809096
resnet,radam,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,811870
resnet,sgd,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,814644
resnet,adam,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,817418
resnet,adam,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2774,820192
regnet32x,adam,0.0001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2848,823040
regnet32x,adam,0.001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2848,825888
regnet32x,radam,0.0005,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,0,2848,828736
regnet32x,radam,0.0001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,0,2848,831584
regnet32x,radam,0.001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,0,2848,834432
regnet32x,radam,0.01,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,0,2848,837280
regnet32x,sgd,0.0005,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2848,840128
regnet32x,sgd,0.0001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2848,842976
regnet32x,adam,0.01,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2848,845824
regnet32x,sgd,0.01,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2848,848672
regnet32x,ranger,0.0005,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2848,851520
regnet32x,ranger,0.0001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2848,854368
regnet32x,ranger,0.001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2848,857216
regnet32x,ranger,0.01,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2848,860064
regnet32x,adam,0.0005,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2848,862912
regnet32x,sgd,0.001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,2848,865760
regnet32x,radam,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,0,2890,868650
regnet32x,radam,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,0,2890,871540
regnet32x,sgd,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2890,874430
regnet32x,sgd,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2890,877320
regnet32x,sgd,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2890,880210
regnet32x,sgd,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2890,883100
regnet32x,ranger,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2890,885990
regnet32x,ranger,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2890,888880
regnet32x,ranger,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2890,891770
regnet32x,adam,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2890,894660
regnet32x,adam,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2890,897550
regnet32x,adam,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2890,900440
regnet32x,radam,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,0,2890,903330
regnet32x,ranger,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2890,906220
regnet32x,adam,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,2890,909110
regnet32x,radam,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,0,2890,912000
regnet32,radam,0.0005,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,915182
regnet32,adam,0.001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,918364
regnet32,adam,0.0001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,921546
regnet32,adam,0.0005,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,924728
regnet32,ranger,0.01,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,927910
regnet32,ranger,0.001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,931092
regnet32,ranger,0.0001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,934274
regnet32,ranger,0.0005,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,937456
regnet32,sgd,0.01,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,940638
regnet32,sgd,0.001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,943820
regnet32,sgd,0.0001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,947002
regnet32,sgd,0.0005,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,950184
regnet32,radam,0.01,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,953366
regnet32,radam,0.001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,956548
regnet32,radam,0.0001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,959730
regnet32,adam,0.01,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3182,962912
regnet32,radam,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,966106
regnet32,adam,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,969300
regnet32,radam,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,972494
regnet32,adam,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,975688
regnet32,adam,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,978882
regnet32,ranger,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,982076
regnet32,ranger,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,985270
regnet32,ranger,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,988464
regnet32,ranger,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,991658
regnet32,sgd,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,994852
regnet32,sgd,0.001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,998046
regnet32,sgd,0.0001,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,1001240
regnet32,sgd,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,1004434
regnet32,radam,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,1007628
regnet32,adam,0.01,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,1010822
regnet32,radam,0.0005,16,0.2,100,100,5,0.0,1.12.0+cu113,0.13.0+cu113,1,3194,1014016
regnet16x,adam,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1017300
regnet16x,sgd,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1020584
regnet16x,radam,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,0,3284,1023868
regnet16x,radam,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,0,3284,1027152
regnet16x,radam,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,0,3284,1030436
regnet16x,sgd,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1033720
regnet16x,radam,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,0,3284,1037004
regnet16x,sgd,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1040288
regnet16x,sgd,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1043572
regnet16x,ranger,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1046856
regnet16x,ranger,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1050140
regnet16x,ranger,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1053424
regnet16x,ranger,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1056708
regnet16x,adam,0.0001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1059992
regnet16x,adam,0.001,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1063276
regnet16x,adam,0.01,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1066560
regnet16x,adam,0.0005,16,0.2,100,100,5,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1069844
regnet16x,radam,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,0,3284,1073128
regnet16x,adam,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1076412
regnet16x,adam,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1079696
regnet16x,adam,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1082980
regnet16x,ranger,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1086264
regnet16x,radam,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,0,3284,1089548
regnet16x,ranger,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1092832
regnet16x,ranger,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1096116
regnet16x,ranger,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1099400
regnet16x,sgd,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1102684
regnet16x,sgd,0.0001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1105968
regnet16x,sgd,0.0005,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1109252
regnet16x,radam,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,0,3284,1112536
regnet16x,radam,0.001,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,0,3284,1115820
regnet16x,sgd,0.01,16,0.2,100,100,0,1.0,1.12.0+cu113,0.13.0+cu113,1,3284,1119104
inception,radam,0.0005,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,0,3384,1122488
inception,sgd,0.01,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,1,3384,1125872
inception,radam,0.0001,16,0.2,100,100,0,0.0,1.12.0+cu113,0.13.0+cu113,0,3384,1129256
